PCO_NAME,BNF_CHAPTER_PLUS_CODE,,,PCO_NAME,BNF_CHAPTER_PLUS_CODE,,,PCO_NAME,BNF_CHAPTER_PLUS_CODE,,,,,PCO_NAME,BNF_CHAPTER_PLUS_CODE,,,,,,,,
MANCHESTER CCG,21: Appliances,139.24202,,MANCHESTER CCG,23: Stoma Appliances,12.54935,,,,,,,,MANCHESTER CCG,21: Appliances,25.99895,,MANCHESTER CCG,23: Stoma Appliances,6.04798,,,
MANCHESTER CCG,21: Appliances,234.25455,,MANCHESTER CCG,23: Stoma Appliances,153.42743,,,,,,,,MANCHESTER CCG,21: Appliances,3.32516,,MANCHESTER CCG,23: Stoma Appliances,4.99548,,,
MANCHESTER CCG,21: Appliances,388.27691,,MANCHESTER CCG,23: Stoma Appliances,73.88321,,,,,,,,MANCHESTER CCG,21: Appliances,65.21162,,MANCHESTER CCG,23: Stoma Appliances,24.61736,,,
MANCHESTER CCG,21: Appliances,86.28376,,MANCHESTER CCG,23: Stoma Appliances,15.04373,,,,,,,,MANCHESTER CCG,21: Appliances,302.11455,,MANCHESTER CCG,23: Stoma Appliances,151.29944,,,
MANCHESTER CCG,21: Appliances,27.76353,,MANCHESTER CCG,23: Stoma Appliances,87.34348,,,,,,,,MANCHESTER CCG,21: Appliances,37.49887,,MANCHESTER CCG,23: Stoma Appliances,13.41241,,,
MANCHESTER CCG,21: Appliances,58.93547,,MANCHESTER CCG,23: Stoma Appliances,116.90417,,,,,,,,MANCHESTER CCG,21: Appliances,8.86709,,MANCHESTER CCG,23: Stoma Appliances,81.82811,,,
MANCHESTER CCG,21: Appliances,6.32115,,MANCHESTER CCG,23: Stoma Appliances,14.32796,,,,,,,,MANCHESTER CCG,21: Appliances,350.511,,MANCHESTER CCG,23: Stoma Appliances,99.79515,,,
MANCHESTER CCG,21: Appliances,517.70255,,MANCHESTER CCG,23: Stoma Appliances,48.28871,,,,,,,,MANCHESTER CCG,21: Appliances,23.9188,,MANCHESTER CCG,23: Stoma Appliances,38.26571,,,
MANCHESTER CCG,21: Appliances,301.99315,,MANCHESTER CCG,23: Stoma Appliances,339.03698,,,,,,,,MANCHESTER CCG,21: Appliances,111.77009,,MANCHESTER CCG,23: Stoma Appliances,12.74179,,,
MANCHESTER CCG,21: Appliances,297.4475,,MANCHESTER CCG,23: Stoma Appliances,22.81193,,,,,,,,MANCHESTER CCG,21: Appliances,18.03224,,MANCHESTER CCG,23: Stoma Appliances,97.96648,,,
MANCHESTER CCG,21: Appliances,146.71585,,MANCHESTER CCG,23: Stoma Appliances,249.25799,,,,,,,,MANCHESTER CCG,21: Appliances,156.47813,,MANCHESTER CCG,23: Stoma Appliances,137.74732,,,
MANCHESTER CCG,21: Appliances,2.92818,,MANCHESTER CCG,23: Stoma Appliances,11.08682,,,,,,,,MANCHESTER CCG,21: Appliances,1.63929,,MANCHESTER CCG,23: Stoma Appliances,24.62976,,,
MANCHESTER CCG,21: Appliances,9.77301,,MANCHESTER CCG,23: Stoma Appliances,10.24399,,,,,,,,MANCHESTER CCG,21: Appliances,152.28675,,MANCHESTER CCG,23: Stoma Appliances,24.42794,,,
MANCHESTER CCG,21: Appliances,9.91555,,MANCHESTER CCG,23: Stoma Appliances,45.90274,,,,,,,,MANCHESTER CCG,21: Appliances,176.59674,,MANCHESTER CCG,23: Stoma Appliances,18.33955,,,
MANCHESTER CCG,21: Appliances,22.96687,,MANCHESTER CCG,23: Stoma Appliances,169.53089,,,,,,,,MANCHESTER CCG,21: Appliances,237.27859,,MANCHESTER CCG,23: Stoma Appliances,265.45396,,,
MANCHESTER CCG,21: Appliances,28.2345,,MANCHESTER CCG,23: Stoma Appliances,30.07507,,,,,,,,MANCHESTER CCG,21: Appliances,175.2555,,MANCHESTER CCG,23: Stoma Appliances,6.90489,,,
MANCHESTER CCG,21: Appliances,15.49923,,MANCHESTER CCG,23: Stoma Appliances,87.34348,,,,,,,,MANCHESTER CCG,21: Appliances,306.58536,,MANCHESTER CCG,23: Stoma Appliances,9.97857,,,
MANCHESTER CCG,21: Appliances,17.63418,,MANCHESTER CCG,23: Stoma Appliances,92.05646,,,,,,,,MANCHESTER CCG,21: Appliances,12.49962,,MANCHESTER CCG,23: Stoma Appliances,65.37619,,,
MANCHESTER CCG,21: Appliances,82.86911,,MANCHESTER CCG,23: Stoma Appliances,54.89803,,,,,,,,MANCHESTER CCG,21: Appliances,707.22524,,MANCHESTER CCG,23: Stoma Appliances,9.27069,,,
MANCHESTER CCG,21: Appliances,31.5779,,MANCHESTER CCG,23: Stoma Appliances,58.82392,,,,,,,,MANCHESTER CCG,21: Appliances,357.29172,,MANCHESTER CCG,23: Stoma Appliances,129.26211,,,
MANCHESTER CCG,21: Appliances,48.16472,,MANCHESTER CCG,23: Stoma Appliances,166.172,,,,,,,,MANCHESTER CCG,21: Appliances,14.24137,,MANCHESTER CCG,23: Stoma Appliances,176.96931,,,
MANCHESTER CCG,21: Appliances,16.74178,,MANCHESTER CCG,23: Stoma Appliances,27.86885,,,,,,,,MANCHESTER CCG,21: Appliances,52.31772,,MANCHESTER CCG,23: Stoma Appliances,151.29944,,,
MANCHESTER CCG,21: Appliances,249.73518,,MANCHESTER CCG,23: Stoma Appliances,7.7713,,,,,,,,MANCHESTER CCG,21: Appliances,41.91378,,MANCHESTER CCG,23: Stoma Appliances,83.64437,,,
MANCHESTER CCG,21: Appliances,3.80509,,MANCHESTER CCG,23: Stoma Appliances,86.80432,,,,,,,,MANCHESTER CCG,21: Appliances,438.13875,,MANCHESTER CCG,23: Stoma Appliances,36.66059,,,
MANCHESTER CCG,21: Appliances,5.1251,,MANCHESTER CCG,23: Stoma Appliances,44.98245,,,,,,,,MANCHESTER CCG,21: Appliances,11.53095,,MANCHESTER CCG,23: Stoma Appliances,275.49464,,,
MANCHESTER CCG,21: Appliances,16.6705,,MANCHESTER CCG,23: Stoma Appliances,68.93777,,,,,,,,MANCHESTER CCG,21: Appliances,13.63595,,MANCHESTER CCG,23: Stoma Appliances,256.09322,,,
MANCHESTER CCG,21: Appliances,5.88736,,MANCHESTER CCG,23: Stoma Appliances,17.68064,,,,,,,,MANCHESTER CCG,21: Appliances,409.80503,,MANCHESTER CCG,23: Stoma Appliances,25.48358,,,
MANCHESTER CCG,21: Appliances,164.46158,,MANCHESTER CCG,23: Stoma Appliances,166.76693,,,,,,,,MANCHESTER CCG,21: Appliances,11.68615,,MANCHESTER CCG,23: Stoma Appliances,49.32775,,,
MANCHESTER CCG,21: Appliances,36.26608,,MANCHESTER CCG,23: Stoma Appliances,18.49248,,,,,,,,MANCHESTER CCG,21: Appliances,3.08299,,MANCHESTER CCG,23: Stoma Appliances,36.66059,,,
MANCHESTER CCG,21: Appliances,27.41646,,MANCHESTER CCG,23: Stoma Appliances,21.00854,,,,,,,,MANCHESTER CCG,21: Appliances,34.71387,,MANCHESTER CCG,23: Stoma Appliances,57.33806,,,
MANCHESTER CCG,21: Appliances,9.24625,,MANCHESTER CCG,23: Stoma Appliances,5.45045,,,,,,,,MANCHESTER CCG,21: Appliances,24.34097,,MANCHESTER CCG,23: Stoma Appliances,15.09822,,,
MANCHESTER CCG,21: Appliances,115.57811,,MANCHESTER CCG,23: Stoma Appliances,62.15182,,,,,,,,MANCHESTER CCG,21: Appliances,46.9743,,MANCHESTER CCG,23: Stoma Appliances,18.14395,,,
MANCHESTER CCG,21: Appliances,17.03923,,MANCHESTER CCG,23: Stoma Appliances,6.48848,,,,,,,,MANCHESTER CCG,21: Appliances,186.32074,,MANCHESTER CCG,23: Stoma Appliances,41.7523,,,
MANCHESTER CCG,21: Appliances,65.08311,,MANCHESTER CCG,23: Stoma Appliances,410.08181,,,,,,,,MANCHESTER CCG,21: Appliances,2.43409,,MANCHESTER CCG,23: Stoma Appliances,10.67467,,,
MANCHESTER CCG,21: Appliances,7.93018,,MANCHESTER CCG,23: Stoma Appliances,12.64231,,,,,,,,MANCHESTER CCG,21: Appliances,50.56665,,MANCHESTER CCG,23: Stoma Appliances,46.37527,,,
MANCHESTER CCG,21: Appliances,2.56875,,MANCHESTER CCG,23: Stoma Appliances,20.94347,,,,,,,,MANCHESTER CCG,21: Appliances,50.00157,,MANCHESTER CCG,23: Stoma Appliances,16.34638,,,
MANCHESTER CCG,21: Appliances,5.1375,,MANCHESTER CCG,23: Stoma Appliances,22.42151,,,,,,,,MANCHESTER CCG,21: Appliances,4.91166,,MANCHESTER CCG,23: Stoma Appliances,37.29395,,,
MANCHESTER CCG,21: Appliances,735.80718,,MANCHESTER CCG,23: Stoma Appliances,208.41218,,,,,,,,MANCHESTER CCG,21: Appliances,6.69998,,MANCHESTER CCG,23: Stoma Appliances,8.95401,,,
MANCHESTER CCG,21: Appliances,3.26594,,MANCHESTER CCG,23: Stoma Appliances,27.75732,,,,,,,,MANCHESTER CCG,21: Appliances,52.77411,,MANCHESTER CCG,23: Stoma Appliances,49.23472,,,
MANCHESTER CCG,21: Appliances,32.54775,,MANCHESTER CCG,23: Stoma Appliances,8.36623,,,,,,,,MANCHESTER CCG,21: Appliances,26.44294,,MANCHESTER CCG,23: Stoma Appliances,22.06528,,,
MANCHESTER CCG,21: Appliances,6.12905,,MANCHESTER CCG,23: Stoma Appliances,251.06138,,,,,,,,MANCHESTER CCG,21: Appliances,10.5933,,MANCHESTER CCG,23: Stoma Appliances,8.01019,,,
MANCHESTER CCG,21: Appliances,7.75581,,MANCHESTER CCG,23: Stoma Appliances,62.74675,,,,,,,,MANCHESTER CCG,21: Appliances,25.03027,,MANCHESTER CCG,23: Stoma Appliances,86.09091,,,
MANCHESTER CCG,21: Appliances,7.63497,,MANCHESTER CCG,23: Stoma Appliances,12.6516,,,,,,,,MANCHESTER CCG,21: Appliances,67.90033,,MANCHESTER CCG,23: Stoma Appliances,118.73709,,,
MANCHESTER CCG,21: Appliances,25.98494,,MANCHESTER CCG,23: Stoma Appliances,296.01594,,,,,,,,MANCHESTER CCG,21: Appliances,99.84795,,MANCHESTER CCG,23: Stoma Appliances,25.48358,,,
MANCHESTER CCG,21: Appliances,6.98738,,MANCHESTER CCG,23: Stoma Appliances,100.00438,,,,,,,,MANCHESTER CCG,21: Appliances,54.89774,,MANCHESTER CCG,23: Stoma Appliances,191.64845,,,
MANCHESTER CCG,21: Appliances,14.88883,,MANCHESTER CCG,23: Stoma Appliances,169.70441,,,,,,,,MANCHESTER CCG,21: Appliances,19.68394,,MANCHESTER CCG,23: Stoma Appliances,172.18182,,,
MANCHESTER CCG,21: Appliances,29.74661,,MANCHESTER CCG,23: Stoma Appliances,97.49451,,,,,,,,MANCHESTER CCG,21: Appliances,23.50898,,MANCHESTER CCG,23: Stoma Appliances,36.25071,,,
MANCHESTER CCG,21: Appliances,5.45045,,MANCHESTER CCG,23: Stoma Appliances,94.07365,,,,,,,,MANCHESTER CCG,21: Appliances,8.86087,,MANCHESTER CCG,23: Stoma Appliances,74.14071,,,
MANCHESTER CCG,21: Appliances,20.58094,,MANCHESTER CCG,23: Stoma Appliances,5.54341,,,,,,,,MANCHESTER CCG,21: Appliances,55.53728,,MANCHESTER CCG,23: Stoma Appliances,4.99548,,,
MANCHESTER CCG,21: Appliances,34.07846,,MANCHESTER CCG,23: Stoma Appliances,36.17931,,,,,,,,MANCHESTER CCG,21: Appliances,2.5738,,MANCHESTER CCG,23: Stoma Appliances,63.16873,,,
MANCHESTER CCG,21: Appliances,355.6486,,MANCHESTER CCG,23: Stoma Appliances,92.05646,,,,,,,,MANCHESTER CCG,21: Appliances,23.14258,,MANCHESTER CCG,23: Stoma Appliances,61.09767,,,
MANCHESTER CCG,21: Appliances,345.13503,,MANCHESTER CCG,23: Stoma Appliances,22.19841,,,,,,,,MANCHESTER CCG,21: Appliances,876.2775,,MANCHESTER CCG,23: Stoma Appliances,193.30637,,,
MANCHESTER CCG,21: Appliances,16.41641,,MANCHESTER CCG,23: Stoma Appliances,277.81474,,,,,,,,MANCHESTER CCG,21: Appliances,19.69634,,MANCHESTER CCG,23: Stoma Appliances,7.61899,,,
MANCHESTER CCG,21: Appliances,537.96743,,MANCHESTER CCG,23: Stoma Appliances,30.76915,,,,,,,,MANCHESTER CCG,21: Appliances,44.87878,,MANCHESTER CCG,23: Stoma Appliances,55.44722,,,
MANCHESTER CCG,21: Appliances,20.58094,,MANCHESTER CCG,23: Stoma Appliances,187.53378,,,,,,,,MANCHESTER CCG,21: Appliances,50.1102,,MANCHESTER CCG,23: Stoma Appliances,94.75309,,,
MANCHESTER CCG,21: Appliances,16.50937,,MANCHESTER CCG,23: Stoma Appliances,190.32252,,,,,,,,MANCHESTER CCG,21: Appliances,329.83353,,MANCHESTER CCG,23: Stoma Appliances,186.48839,,,
MANCHESTER CCG,21: Appliances,27.90297,,MANCHESTER CCG,23: Stoma Appliances,10.2254,,,,,,,,MANCHESTER CCG,21: Appliances,8.02259,,MANCHESTER CCG,23: Stoma Appliances,126.89631,,,
MANCHESTER CCG,21: Appliances,7.80848,,MANCHESTER CCG,23: Stoma Appliances,96.82521,,,,,,,,MANCHESTER UNIVERSITY NHS FT,21: Appliances,26.12934,,MANCHESTER CCG,23: Stoma Appliances,14.90268,,,
MANCHESTER CCG,21: Appliances,68.97495,,MANCHESTER CCG,23: Stoma Appliances,50.78304,,,,,,,,MANCHESTER UNIVERSITY NHS FT,21: Appliances,66.91303,,MANCHESTER CCG,23: Stoma Appliances,12.87219,,,
MANCHESTER CCG,21: Appliances,86.54404,,MANCHESTER CCG,23: Stoma Appliances,101.9565,,,,,,,,MANCHESTER UNIVERSITY NHS FT,21: Appliances,4.02372,,MANCHESTER CCG,23: Stoma Appliances,8.75532,,,
MANCHESTER CCG,21: Appliances,271.34485,,MANCHESTER CCG,23: Stoma Appliances,72.73046,,,,,,,,MANCHESTER UNIVERSITY NHS FT,21: Appliances,11.79792,,MANCHESTER CCG,23: Stoma Appliances,337.58293,,,
MANCHESTER CCG,21: Appliances,34.07846,,MANCHESTER CCG,23: Stoma Appliances,48.28871,,,,,,,,MANCHESTER UNIVERSITY NHS FT,21: Appliances,16.7034,,MANCHESTER CCG,23: Stoma Appliances,3.58596,,,
MANCHESTER CCG,21: Appliances,271.34485,,MANCHESTER CCG,23: Stoma Appliances,144.84739,,,,,,,,MANCHESTER UNIVERSITY NHS FT,21: Appliances,4.39629,,MANCHESTER CCG,23: Stoma Appliances,302.52438,,,
MANCHESTER CCG,21: Appliances,86.28376,,MANCHESTER CCG,23: Stoma Appliances,80.92007,,,,,,,,MANCHESTER UNIVERSITY NHS FT,21: Appliances,44.0001,,MANCHESTER CCG,23: Stoma Appliances,169.667,,,
MANCHESTER CCG,21: Appliances,15.3381,,MANCHESTER CCG,23: Stoma Appliances,14.70598,,,,,,,,MANCHESTER UNIVERSITY NHS FT,21: Appliances,52.27115,,MANCHESTER CCG,23: Stoma Appliances,240.71552,,,
MANCHESTER CCG,21: Appliances,45.5991,,MANCHESTER CCG,23: Stoma Appliances,114.05965,,,,,,,,MANCHESTER UNIVERSITY NHS FT,21: Appliances,111.17398,,MANCHESTER CCG,23: Stoma Appliances,58.01799,,,
MANCHESTER CCG,21: Appliances,11.35949,,MANCHESTER CCG,23: Stoma Appliances,38.73566,,,,,,,,MANCHESTER UNIVERSITY NHS FT,21: Appliances,27.71898,,MANCHESTER CCG,23: Stoma Appliances,25.52084,,,
MANCHESTER CCG,21: Appliances,30.8714,,MANCHESTER CCG,23: Stoma Appliances,8.49638,,,,,,,,MANCHESTER CCG,21: Appliances,1.17667,,MANCHESTER CCG,23: Stoma Appliances,10.40393,,,
MANCHESTER CCG,21: Appliances,27.1097,,MANCHESTER CCG,23: Stoma Appliances,300.01314,,,,,,,,MANCHESTER CCG,21: Appliances,25.70712,,MANCHESTER CCG,23: Stoma Appliances,20.98483,,,
MANCHESTER CCG,21: Appliances,5.87806,,MANCHESTER CCG,23: Stoma Appliances,12.47498,,,,,,,,MANCHESTER CCG,21: Appliances,10.05308,,MANCHESTER CCG,23: Stoma Appliances,18.32715,,,
MANCHESTER CCG,21: Appliances,23.22716,,MANCHESTER CCG,23: Stoma Appliances,250.8011,,,,,,,,MANCHESTER CCG,21: Appliances,0.9345,,MANCHESTER CCG,23: Stoma Appliances,55.54973,,,
MANCHESTER CCG,21: Appliances,102.9234,,MANCHESTER CCG,23: Stoma Appliances,340.37558,,,,,,,,MANCHESTER CCG,21: Appliances,26.5826,,MANCHESTER CCG,23: Stoma Appliances,12.08357,,,
MANCHESTER CCG,21: Appliances,6.50088,,MANCHESTER CCG,23: Stoma Appliances,101.80777,,,,,,,,MANCHESTER CCG,21: Appliances,7.43888,,MANCHESTER CCG,23: Stoma Appliances,157.17669,,,
MANCHESTER CCG,21: Appliances,6.6868,,MANCHESTER CCG,23: Stoma Appliances,50.1974,,,,,,,,MANCHESTER CCG,21: Appliances,9.84817,,MANCHESTER CCG,23: Stoma Appliances,96.73701,,,
MANCHESTER CCG,21: Appliances,82.22459,,MANCHESTER CCG,23: Stoma Appliances,37.64805,,,,,,,,MANCHESTER CCG,21: Appliances,27.89589,,MANCHESTER CCG,23: Stoma Appliances,37.05796,,,
MANCHESTER CCG,21: Appliances,1.86537,,MANCHESTER CCG,23: Stoma Appliances,236.98752,,,,,,,,MANCHESTER CCG,21: Appliances,28.52617,,MANCHESTER CCG,23: Stoma Appliances,103.16379,,,
MANCHESTER CCG,21: Appliances,1.86227,,MANCHESTER CCG,23: Stoma Appliances,169.51849,,,,,,,,MANCHESTER CCG,21: Appliances,29.54456,,MANCHESTER CCG,23: Stoma Appliances,443.54097,,,
MANCHESTER CCG,21: Appliances,6.37074,,MANCHESTER CCG,23: Stoma Appliances,48.98895,,,,,,,,MANCHESTER CCG,21: Appliances,68.30084,,MANCHESTER CCG,23: Stoma Appliances,114.67611,,,
MANCHESTER CCG,21: Appliances,4.09326,,MANCHESTER CCG,23: Stoma Appliances,152.48856,,,,,,,,MANCHESTER CCG,21: Appliances,0.77308,,MANCHESTER CCG,23: Stoma Appliances,147.70417,,,
MANCHESTER CCG,21: Appliances,62.75915,,MANCHESTER CCG,23: Stoma Appliances,297.82863,,,,,,,,MANCHESTER CCG,21: Appliances,49.67249,,MANCHESTER CCG,23: Stoma Appliances,38.61657,,,
MANCHESTER CCG,21: Appliances,5.56511,,MANCHESTER CCG,23: Stoma Appliances,189.50449,,,,,,,,MANCHESTER CCG,21: Appliances,359.9742,,MANCHESTER CCG,23: Stoma Appliances,40.03232,,,
MANCHESTER CCG,21: Appliances,9.7916,,MANCHESTER CCG,23: Stoma Appliances,27.13449,,,,,,,,MANCHESTER CCG,21: Appliances,3.68841,,MANCHESTER CCG,23: Stoma Appliances,18.51035,,,
MANCHESTER CCG,21: Appliances,7.5482,,MANCHESTER CCG,23: Stoma Appliances,64.54085,,,,,,,,MANCHESTER CCG,21: Appliances,355.33574,,MANCHESTER CCG,23: Stoma Appliances,208.20282,,,
MANCHESTER CCG,21: Appliances,1.39748,,MANCHESTER CCG,23: Stoma Appliances,329.2206,,,,,,,,MANCHESTER CCG,21: Appliances,315.52696,,MANCHESTER CCG,23: Stoma Appliances,169.38757,,,
MANCHESTER CCG,21: Appliances,55.00644,,MANCHESTER CCG,23: Stoma Appliances,436.71741,,,,,,,,MANCHESTER CCG,21: Appliances,9.31417,,MANCHESTER CCG,23: Stoma Appliances,94.75309,,,
MANCHESTER CCG,21: Appliances,11.41528,,MANCHESTER CCG,23: Stoma Appliances,57.69913,,,,,,,,MANCHESTER CCG,21: Appliances,302.11455,,MANCHESTER CCG,23: Stoma Appliances,46.62676,,,
MANCHESTER CCG,21: Appliances,2.39213,,MANCHESTER CCG,23: Stoma Appliances,166.76693,,,,,,,,MANCHESTER CCG,21: Appliances,3.42762,,MANCHESTER CCG,23: Stoma Appliances,190.67977,,,
MANCHESTER CCG,21: Appliances,3.72143,,MANCHESTER CCG,23: Stoma Appliances,16.18401,,,,,,,,MANCHESTER CCG,21: Appliances,191.35039,,MANCHESTER CCG,23: Stoma Appliances,334.37885,,,
MANCHESTER CCG,21: Appliances,0.99776,,MANCHESTER CCG,23: Stoma Appliances,225.21901,,,,,,,,MANCHESTER CCG,21: Appliances,3.6915,,MANCHESTER CCG,23: Stoma Appliances,88.70819,,,
MANCHESTER CCG,21: Appliances,7.20821,,MANCHESTER CCG,23: Stoma Appliances,12.31387,,,,,,,,MANCHESTER CCG,21: Appliances,52.17178,,MANCHESTER CCG,23: Stoma Appliances,102.59563,,,
MANCHESTER CCG,21: Appliances,5.88736,,MANCHESTER CCG,23: Stoma Appliances,24.60294,,,,,,,,MANCHESTER CCG,21: Appliances,1095.34688,,MANCHESTER CCG,23: Stoma Appliances,27.92389,,,
MANCHESTER CCG,21: Appliances,3.07072,,MANCHESTER CCG,23: Stoma Appliances,18.08966,,,,,,,,MANCHESTER CCG,21: Appliances,644.86685,,MANCHESTER CCG,23: Stoma Appliances,4.9924,,,
MANCHESTER CCG,21: Appliances,4.15833,,MANCHESTER CCG,23: Stoma Appliances,120.26307,,,,,,,,MANCHESTER CCG,21: Appliances,37.89006,,MANCHESTER CCG,23: Stoma Appliances,63.70895,,,
MANCHESTER CCG,21: Appliances,21.69643,,MANCHESTER CCG,23: Stoma Appliances,50.91628,,,,,,,,MANCHESTER CCG,21: Appliances,352.83954,,MANCHESTER CCG,23: Stoma Appliances,73.85209,,,
MANCHESTER CCG,21: Appliances,197.58256,,MANCHESTER CCG,23: Stoma Appliances,25.82378,,,,,,,,MANCHESTER CCG,21: Appliances,330.0757,,MANCHESTER CCG,23: Stoma Appliances,147.11738,,,
MANCHESTER CCG,21: Appliances,5.58059,,MANCHESTER CCG,23: Stoma Appliances,279.87841,,,,,,,,MANCHESTER CCG,21: Appliances,882.98371,,MANCHESTER CCG,23: Stoma Appliances,168.79146,,,
MANCHESTER CCG,21: Appliances,1.91494,,MANCHESTER CCG,23: Stoma Appliances,101.99369,,,,,,,,MANCHESTER CCG,21: Appliances,181.29109,,MANCHESTER CCG,23: Stoma Appliances,30.82055,,,
MANCHESTER CCG,21: Appliances,527.74203,,MANCHESTER CCG,23: Stoma Appliances,250.28983,,,,,,,,MANCHESTER CCG,21: Appliances,3.07368,,MANCHESTER CCG,23: Stoma Appliances,94.75309,,,
MANCHESTER CCG,21: Appliances,527.74203,,MANCHESTER CCG,23: Stoma Appliances,24.11955,,,,,,,,MANCHESTER CCG,21: Appliances,131.86076,,MANCHESTER CCG,23: Stoma Appliances,8.51316,,,
MANCHESTER CCG,21: Appliances,41.16187,,MANCHESTER CCG,23: Stoma Appliances,15.36909,,,,,,,,MANCHESTER CCG,21: Appliances,329.83353,,MANCHESTER CCG,23: Stoma Appliances,33.326,,,
MANCHESTER CCG,21: Appliances,1390.95144,,MANCHESTER CCG,23: Stoma Appliances,50.78304,,,,,,,,MANCHESTER CCG,21: Appliances,272.21605,,MANCHESTER CCG,23: Stoma Appliances,11.09627,,,
MANCHESTER CCG,21: Appliances,439.78502,,MANCHESTER CCG,23: Stoma Appliances,55.10559,,,,,,,,MANCHESTER CCG,21: Appliances,1258.81063,,MANCHESTER CCG,23: Stoma Appliances,32.78589,,,
MANCHESTER CCG,21: Appliances,86.28376,,MANCHESTER CCG,23: Stoma Appliances,224.3638,,,,,,,,MANCHESTER CCG,21: Appliances,321.56255,,MANCHESTER CCG,23: Stoma Appliances,36.28791,,,
MANCHESTER CCG,21: Appliances,0.91099,,MANCHESTER CCG,23: Stoma Appliances,25.3218,,,,,,,,MANCHESTER CCG,21: Appliances,12.42511,,MANCHESTER CCG,23: Stoma Appliances,24.61736,,,
MANCHESTER CCG,21: Appliances,129.42564,,MANCHESTER CCG,23: Stoma Appliances,166.172,,,,,,,,MANCHESTER CCG,21: Appliances,105.17565,,MANCHESTER CCG,23: Stoma Appliances,11.23289,,,
MANCHESTER CCG,21: Appliances,301.85372,,MANCHESTER CCG,23: Stoma Appliances,16.99275,,,,,,,,MANCHESTER CCG,21: Appliances,10.4505,,MANCHESTER CCG,23: Stoma Appliances,168.79146,,,
MANCHESTER CCG,21: Appliances,135.67243,,MANCHESTER CCG,23: Stoma Appliances,114.24557,,,,,,,,MANCHESTER CCG,21: Appliances,45.93751,,MANCHESTER CCG,23: Stoma Appliances,47.79103,,,
MANCHESTER CCG,21: Appliances,14.64091,,MANCHESTER CCG,23: Stoma Appliances,15.26373,,,,,,,,MANCHESTER CCG,21: Appliances,1.86901,,MANCHESTER CCG,23: Stoma Appliances,443.54097,,,
MANCHESTER CCG,21: Appliances,166.64301,,MANCHESTER CCG,23: Stoma Appliances,169.51849,,,,,,,,MANCHESTER CCG,21: Appliances,101.58038,,MANCHESTER CCG,23: Stoma Appliances,128.46109,,,
MANCHESTER CCG,21: Appliances,301.99315,,MANCHESTER CCG,23: Stoma Appliances,174.68696,,,,,,,,MANCHESTER CCG,21: Appliances,29.49479,,MANCHESTER CCG,23: Stoma Appliances,2.37511,,,
MANCHESTER CCG,21: Appliances,289.13704,,MANCHESTER CCG,23: Stoma Appliances,190.32252,,,,,,,,MANCHESTER CCG,21: Appliances,271.93663,,MANCHESTER CCG,23: Stoma Appliances,137.56104,,,
MANCHESTER CCG,21: Appliances,521.60679,,MANCHESTER CCG,23: Stoma Appliances,96.97395,,,,,,,,MANCHESTER CCG,21: Appliances,16.09489,,MANCHESTER CCG,23: Stoma Appliances,52.92314,,,
MANCHESTER CCG,21: Appliances,862.83758,,MANCHESTER CCG,23: Stoma Appliances,12.54935,,,,,,,,MANCHESTER CCG,21: Appliances,106.64107,,MANCHESTER CCG,23: Stoma Appliances,25.53947,,,
MANCHESTER CCG,21: Appliances,16.0136,,MANCHESTER CCG,23: Stoma Appliances,24.24349,,,,,,,,MANCHESTER CCG,21: Appliances,56.27001,,MANCHESTER CCG,23: Stoma Appliances,101.93432,,,
MANCHESTER CCG,21: Appliances,13.85387,,MANCHESTER CCG,23: Stoma Appliances,167.47341,,,,,,,,MANCHESTER CCG,21: Appliances,15.88375,,MANCHESTER CCG,23: Stoma Appliances,345.74214,,,
MANCHESTER CCG,21: Appliances,8.57695,,MANCHESTER CCG,23: Stoma Appliances,24.67109,,,,,,,,MANCHESTER CCG,21: Appliances,4.96754,,MANCHESTER CCG,23: Stoma Appliances,22.18013,,,
MANCHESTER CCG,21: Appliances,12.05978,,MANCHESTER CCG,23: Stoma Appliances,4.97326,,,,,,,,MANCHESTER CCG,21: Appliances,15.74713,,MANCHESTER CCG,23: Stoma Appliances,13.64527,,,
MANCHESTER CCG,21: Appliances,90.35533,,MANCHESTER CCG,23: Stoma Appliances,70.38791,,,,,,,,MANCHESTER CCG,21: Appliances,73.07901,,MANCHESTER CCG,23: Stoma Appliances,114.28492,,,
MANCHESTER CCG,21: Appliances,2.32706,,MANCHESTER CCG,23: Stoma Appliances,12.20232,,,,,,,,MANCHESTER CCG,21: Appliances,100.1832,,MANCHESTER CCG,23: Stoma Appliances,86.97576,,,
MANCHESTER CCG,21: Appliances,101.57234,,MANCHESTER CCG,23: Stoma Appliances,10.38343,,,,,,,,MANCHESTER CCG,21: Appliances,164.92917,,MANCHESTER CCG,23: Stoma Appliances,88.48465,,,
MANCHESTER CCG,21: Appliances,28.75506,,MANCHESTER CCG,23: Stoma Appliances,9.45695,,,,,,,,MANCHESTER CCG,21: Appliances,27.66618,,MANCHESTER CCG,23: Stoma Appliances,62.1628,,,
MANCHESTER CCG,21: Appliances,56.56195,,MANCHESTER CCG,23: Stoma Appliances,39.30271,,,,,,,,MANCHESTER CCG,21: Appliances,45.32277,,MANCHESTER CCG,23: Stoma Appliances,171.66023,,,
